# ndens	phi_ion
1.195907773125096266e-08 4.666718300573415242e-16
1.996412957328403581e-09 8.351860278546846763e-16
2.839783898320937065e-08 1.007240176002644286e-17
1.034754213804334732e-08 1.130767463998806379e-16
3.887640511409859897e-09 1.770414954007427997e-15
7.836868449158180162e-08 1.202300534355158408e-17
9.755024147118722062e-08 2.021098208078720166e-15
1.886536442244114371e-09 7.629846921748769616e-16
5.662890351469335917e-08 1.009909961441782975e-14
2.026549080594926901e-08 5.184917139116824829e-15
1.475598735861931961e-08 3.193338580016131809e-16
8.795450355913961671e-09 1.057426489496116383e-17
5.385667392140588980e-09 5.811839569394468660e-16
7.275255592234868515e-08 4.365920551179361699e-15
1.032444888666887716e-08 3.019711197306379215e-16
7.616933599067410097e-08 1.996152484760066230e-15
8.708288764093578900e-08 1.073380808999791378e-14
1.883594408990930752e-09 1.501438494181507382e-15
3.027834826586850139e-08 2.786081662437125821e-13
4.884652418846447116e-09 2.189143512553167416e-13
9.598024185302761175e-09 6.279458844979311228e-15
1.175814887025235968e-09 4.866043022030956056e-16
2.692472703883497110e-09 3.108955533917396717e-13
5.264405540072281612e-08 1.051454649485701608e-14
2.288532732857197266e-08 1.557243640798640461e-17
7.354827497817834632e-09 2.366759058258825813e-15
3.510578530039366307e-09 9.368895967685887957e-15
3.180523982698448902e-09 5.318450249075136542e-15
3.557125083149935063e-08 9.472078550420233132e-14
4.374438806864136869e-08 3.047519126343971417e-13
1.192342629331373544e-09 5.326579787031913907e-16
3.760659591761154949e-09 3.641018331528497021e-14
3.480894337962041065e-09 3.634987647536611385e-16
8.001825394986236671e-09 3.487251181345412521e-13
3.323869982206738969e-08 1.044150096746925374e-15
4.908390640596560136e-08 2.738897984157011366e-15
7.277537724094905772e-09 3.957870917547206636e-17
1.065695233448817771e-08 5.333256446311895194e-17
3.023286987498392748e-08 7.436864881162196846e-16
9.506089607766540711e-09 2.330217223759010107e-16
1.148524016762144635e-08 3.769991452349121049e-14
7.443916585187361023e-09 4.950507985869423740e-15
2.169721160849314009e-08 3.526726022067773431e-14
2.154335379215694147e-09 5.389953985139014471e-16
1.702450469189710203e-08 7.194539812261551002e-14
1.155177284463558420e-09 1.586355065769286561e-16
2.779585853802922411e-08 2.149871725378338775e-16
5.652343138814455249e-09 1.154818930896841580e-14
1.870166469847005498e-08 1.985686775009530777e-14
2.004661602878246571e-09 4.146664551667747399e-13
6.011537488733222824e-09 4.228111087697896516e-14
5.482021774856776618e-08 1.977903208268586655e-15
2.446913001352039435e-09 9.458345512693107600e-15
3.196709943900213620e-09 1.183709249228757758e-16
3.836622322016722507e-08 9.901803470034078255e-14
3.150096824953629176e-08 8.974330981292834209e-17
1.042640290210235893e-09 1.379232578601230013e-16
2.257317078389288720e-09 1.806217127010696887e-17
7.684676588813151628e-09 1.116542814808137078e-15
5.451075017747149183e-08 9.674523279589362670e-15
1.049223198396869181e-09 1.359157842307815402e-13
6.911158416778827027e-08 6.255026063303849772e-15
5.160541105788100369e-09 3.873931056884076759e-15
6.076045590808171922e-09 3.728858784065506530e-15
1.897563289146081379e-08 3.468103661869120246e-16
2.356042568072574187e-09 3.645183555730262849e-13
3.976459888513728352e-09 1.702191745625419652e-14
7.517585103626283022e-08 1.715461937170733816e-16
1.201922866874714784e-08 2.961229978054702656e-14
3.854693341591437558e-08 1.562489065647193679e-14
8.906899367635123518e-09 2.717368605289882788e-15
3.486605760758239525e-08 4.725719956653746516e-15
8.228931455201048900e-08 1.035687383832156091e-13
1.524428363141418070e-08 1.229771605707914060e-13
4.084838033106837774e-08 8.322837006417641495e-14
6.066813596037466188e-08 1.426376153720227060e-13
1.274502717857149220e-08 4.861972958328326292e-15
1.689949206741567585e-09 1.641872305016113444e-15
1.710148812222615288e-09 1.312356946417220218e-15
1.663231217911357694e-09 5.191390551403292223e-17
1.840670897568772551e-09 2.463839973257118249e-16
1.095832474620502245e-08 1.259941200996166648e-16
6.229507392827555958e-08 1.893652922141216391e-17
3.164481919037378661e-08 3.397623143677702439e-14
7.873199895316984413e-09 3.668773619029824143e-17
4.199034925738806335e-08 1.461400448484255155e-16
6.319682116818829722e-08 1.225947488596627090e-15
2.343507669960578958e-08 6.070553999510304609e-16
4.144187616360133661e-09 3.780633667573877724e-14
7.905411618281215137e-09 2.829422063129400401e-14
9.223829172374933195e-08 2.652693805685568311e-14
1.376572820331519600e-09 2.343503623697559730e-13
3.443331139696118132e-08 7.868703698975592852e-14
9.260907008074484981e-09 1.218658251041777931e-16
9.818835949730150452e-09 1.186895577215653093e-13
3.929997416935250459e-08 8.305281999638242557e-16
4.738020215689632438e-09 2.880780181102030659e-17
9.211844277359758957e-09 1.445530915830144161e-14
2.701623071268849823e-08 2.031646915304161274e-17
1.720106006382928500e-08 1.433494240731242179e-13
1.344113565490727673e-09 1.335710307928023807e-16
4.120075714957768028e-09 7.542178743874869727e-17
1.939268183593824128e-09 1.754206068111300683e-17
1.118190276802904383e-09 6.465165797085311317e-17
1.216112860807194950e-08 6.046245818612714494e-13
4.656816476833657345e-09 8.868075369814907409e-14
1.406864431050502343e-09 1.326825012154316467e-13
6.814919814660507188e-08 6.095772813044931639e-16
1.505233355914457407e-09 1.511905404461597489e-14
1.844483007042473407e-08 2.357446208767904234e-14
1.992984647788351181e-09 8.762688915429211530e-16
2.816159244346956219e-08 6.998229074443586874e-14
6.214767919538035214e-09 2.775592287856930477e-14
5.414355582344579818e-09 2.770112860993880544e-17
3.844483726741015645e-08 3.692836445952635015e-14
2.063210235999334212e-08 2.519007961133766608e-14
6.021017051455473348e-09 2.246784955065122690e-17
8.330404525480447483e-09 7.684492216936132285e-17
1.430304167019628630e-09 6.029746034770669198e-15
2.791837999677879089e-08 5.431879004615539768e-16
8.315277162490074720e-08 1.001019631115513358e-17
6.318770088498233617e-09 1.316548561161880751e-17
2.485199168831082005e-09 3.855426916380344254e-16
4.015958030253087870e-09 2.219669327943947802e-14
6.511813236249376195e-09 7.834759196357013200e-15
1.552894572575723267e-09 1.776237657338480700e-13
4.140833463136496174e-08 7.865158880966781774e-15
1.119374421438341225e-08 6.178695725828979036e-14
5.430445780450990593e-08 2.765912189990341437e-14
5.625974513246867075e-08 1.681531025269470294e-15
1.724023467933912063e-08 4.830708407696134874e-13
5.738100627558494511e-09 1.678455375330904182e-16
9.262813978799315137e-08 7.782025822437139780e-14
1.301772536489398793e-08 1.332773878047105579e-14
1.057918321971985557e-08 2.275989773457760374e-17
7.976670701602333360e-08 1.416557145816263871e-16
4.863722835701750404e-09 7.609276154742557813e-14
6.887255012695444248e-08 3.076120322172397741e-14
7.118469441386575103e-08 1.677715551169488732e-17
1.127144292210515221e-08 3.832272504037455877e-16
1.778687790618894699e-08 3.547392911037029359e-17
4.421191366154337382e-08 5.710483043313689650e-14
1.900899956783551769e-09 1.065295939504123148e-17
8.774508194626172733e-09 1.270910259432103919e-13
3.771323440456047193e-09 2.089451697684635485e-17
1.355378860809061651e-09 4.520065254289440807e-15
6.167534575133278971e-09 2.258299932139609434e-16
8.879097496860264867e-09 1.715553339853657063e-13
1.990196567903067612e-08 2.717649844126199004e-13
2.090025934587894747e-08 5.350494504984343037e-14
8.440909506254206948e-09 3.808244129639587672e-16
1.596278295095413451e-08 4.584550114339005773e-14
1.310981586397420196e-09 1.066165317493826112e-13
5.048530047226356031e-09 1.435098282903438112e-16
1.129320387542509746e-09 2.299588759029919785e-15
3.232696888194490765e-09 1.933368732462013438e-14
2.252796611148516200e-09 5.640253939538356996e-16
5.963851585279983521e-08 1.859308444669581485e-16
3.010597732253440441e-08 6.581623081043228870e-14
5.486617181760343072e-08 5.276361867578776083e-13
6.136099584654360977e-09 1.028681424878316733e-13
8.515322551735173362e-09 3.172162285505685510e-13
2.541721300987832517e-09 4.615950040737501394e-14
6.646997164841156907e-08 3.732391819185941802e-17
2.438715847056415371e-08 3.303799601637790251e-15
3.731291682455800270e-09 2.359995565159411039e-16
7.451174437355813314e-09 1.396067724950244033e-13
1.901828265960150581e-08 4.076309734849962566e-17
2.151190747907378348e-09 9.223327943497932777e-14
4.587826259281899027e-09 1.253243571941234704e-17
3.578314272984621277e-08 5.408073039893415936e-13
1.582734433193480535e-08 1.040525354069374816e-16
2.918975499140423353e-08 7.247659305478674529e-15
3.452154519464544513e-08 3.034079992259958591e-16
4.402876650222845442e-08 1.260768635383739629e-17
7.909264277434882896e-08 6.208778525960448560e-14
6.736705200015566416e-09 1.045166639030998986e-13
5.807572667622312072e-09 4.738061720998393571e-14
7.785333145771844512e-08 2.528993358115677821e-15
3.924924706802805712e-09 4.956503511237120521e-13
3.427458492706657641e-08 4.255073936524551215e-13
9.086537328983659882e-08 9.213404947949545484e-15
2.047626568865003761e-08 2.700407160524009132e-14
2.150639573235180424e-08 2.423776039074624069e-14
1.260209199834985954e-08 5.899028281162164642e-14
3.029697667225167786e-09 6.975880188881706079e-15
3.312474504518901113e-08 6.773496811777521090e-14
1.852125983790145965e-08 5.435279911365092888e-16
1.798927735225304284e-08 1.502717235944180021e-16
5.119856956857393534e-08 3.235884553159709722e-13
1.775717401233944553e-09 4.993281838348629563e-15
3.663974299443732039e-09 1.026016422990857860e-16
2.961824917023909633e-09 4.169517183002886768e-16
2.403004040741078018e-09 7.053274731512048611e-15
6.391534034709939230e-09 3.697020797603139742e-16
2.262070603209199399e-09 3.048775547037215761e-17
1.006550949179281629e-08 1.126723402146614447e-15
3.348454377379568109e-08 6.834925434791439927e-13
8.190641289751806437e-09 2.361394690859999043e-14
4.749041767660872811e-09 2.921265761111921774e-13
8.118990153065008683e-08 3.263375499325649389e-13
4.545172710739878613e-08 2.182751536089626194e-16
6.607654657448308390e-09 5.701179619543293860e-16
3.368138494890943194e-09 6.786328514308176326e-15
7.313893975033819988e-09 6.633178542025550953e-16
1.535314625780506751e-08 1.030759918356162337e-13
3.341268157239558724e-08 3.828978992632609819e-15
4.819309893808502188e-09 2.186936255768463997e-15
3.752809171634289495e-09 4.885394846715218577e-14
1.162077768077162392e-09 1.354013703433331285e-14
4.055102369791790159e-09 1.919653019218542980e-14
1.657550701317917159e-08 1.263096809042708355e-15
5.588593336518147678e-08 1.121487106861195437e-17
2.478659710139897862e-08 1.829056042492042102e-17
1.136488102132609847e-09 3.035579520836166924e-14
1.234857854087122931e-09 2.516628090532247886e-16
8.395767735926829606e-09 2.386014388279931208e-13
5.283618217258286627e-08 1.104170524289700350e-14
1.620851548670981400e-08 1.005856006304036022e-13
3.683442324306432638e-08 5.215600412157788502e-16
2.638094282277484131e-08 2.612445849573942968e-15
3.596745164292448525e-08 1.375972901628278745e-15
1.060019428310191904e-08 4.989974548435667009e-16
9.289508252173888934e-09 2.449238674635952898e-16
7.861953884439546222e-09 2.839306779496658026e-17
1.444247485149318215e-09 2.127686666696354437e-17
6.576119834754874148e-08 4.461870559458321049e-14
3.786382755222446194e-08 7.056006188247045937e-14
2.159561689086290233e-08 2.596121827190623875e-15
5.809836456521303739e-09 3.821152111220816162e-14
1.514319103076746390e-09 1.213649940373954148e-14
2.470385335951617723e-09 9.960697920200350061e-16
3.834378795937133447e-09 5.929709552168668116e-16
1.516504847789372159e-08 9.154057174686844947e-13
4.628618572926274798e-08 1.827775115298615785e-15
2.232026871207020491e-08 3.297813255481526853e-17
1.476704556918454355e-09 4.716599530655770579e-17
1.294728874177769637e-09 2.957914732603324792e-17
2.042712758454875173e-08 1.152367426171951382e-15
8.667494252630452887e-09 1.742590379922008835e-16
4.470964802939416412e-09 8.864869863997399644e-15
4.766524995089928405e-08 3.200809727662310602e-13
2.942092507325141436e-08 2.069409327631361866e-15
7.395910549624178887e-09 7.533349145912070908e-14
5.177824086818008686e-09 1.842651694235389631e-15
3.126317094789577245e-08 1.876753762867012793e-16
1.335500623971990587e-08 6.638876377179181091e-15
6.629506717322140969e-09 2.242542270829034688e-14
6.403897994849007738e-09 2.142325014826643433e-15
2.130101376700464902e-09 6.661512087379803901e-13
3.628202109265146509e-08 2.052235786494549409e-15
1.512562562184572981e-08 1.283853240153458694e-16
5.575033454471317556e-09 5.154985196335546863e-17
8.243508051449033904e-09 8.975299916170676424e-16
1.028400830349997386e-08 5.425537644621249151e-17
5.930907295030572049e-08 1.959018459489928171e-16
4.586362632832621569e-08 1.476335701314745837e-17
1.821575658416058079e-08 1.450641945996895443e-16
4.523728860540277090e-09 2.122327607127501411e-15
7.938610027674848320e-09 1.565451549098749558e-17
1.393026427431099324e-09 1.550473308795759182e-15
3.204075808569786224e-09 9.851682889884069562e-14
4.178611222610080456e-08 1.100871441426073166e-17
8.617964358414613096e-09 1.752507413439395707e-15
5.580967701221203241e-08 7.093288534517155282e-14
4.749647289914903378e-08 8.990307301789637890e-15
6.280869061253614960e-09 4.249327404115886300e-17
1.674781120247991545e-08 7.423066327176570780e-13
1.980673881878747803e-08 1.736304083589768335e-16
6.889821083889698904e-09 2.250873129988185090e-16
6.119186759433792928e-08 1.063653323266526154e-14
8.055029608246948856e-09 3.321640369748876588e-16
2.395625194801735278e-09 1.033492352912889738e-17
2.622279459849819404e-09 1.345095021068763018e-16
1.928427901577138829e-09 3.747349739224148387e-16
5.289818744885404810e-09 8.248046773000391576e-13
1.761477308717648378e-09 5.362467021506441241e-17
3.495803826608599034e-08 5.973675345717259670e-16
3.400063440168614195e-08 5.127648146190893873e-14
4.002933026239854488e-09 7.878063253578373371e-17
3.887274317107352469e-08 2.712349493236930960e-16
4.096741103551812385e-08 2.688065979970265908e-16
1.240211539178621352e-08 2.022657074535820832e-17
1.564747117778793812e-09 1.823098456850147148e-16
8.534474513376001421e-09 4.064476454892026317e-16
2.048597339562291049e-09 6.257915553873343710e-14
3.240097751048602506e-09 2.455088467392217247e-15
2.535442519045458700e-08 2.909503098262935299e-13
1.501541218021572182e-09 1.659014375602208836e-16
1.492230803566772208e-08 8.149085352427510686e-16
7.235812759914452927e-09 5.570873680733641300e-15
3.037204261112636682e-09 1.285641641217382438e-13
9.676846073638883945e-09 8.563691541383846341e-13
9.619815356329158544e-09 1.183741210822457073e-15
6.873427569328109358e-09 1.248151124971237039e-14
7.833332146656634130e-09 2.964443723138037108e-13
3.000570976007862925e-09 1.459806950220302468e-17
2.154333931649253256e-08 2.212706777345989310e-15
2.946101206288612359e-08 1.238049254309744057e-13
2.247205793414263458e-09 1.105255524772359079e-17
9.326695959190199543e-09 2.474796582638820920e-17
3.990844704333348689e-09 3.563647709834513529e-13
1.943225028821631945e-08 3.601031361840578758e-15
4.511145824083063251e-09 1.443632011412012552e-17
7.297141570754675973e-08 1.517696208053324081e-15
1.658219055804058760e-09 1.038065469282868276e-14
1.863259651664556565e-09 1.631094938461769338e-14
6.985586376539198730e-08 4.323552915113217874e-14
3.064392597794239769e-08 2.559815604728693361e-13
5.544601750984715136e-08 4.352114154012451374e-14
7.391316215272659186e-08 2.482758988194236174e-15
3.186384652438507173e-08 5.809786848086227407e-13
7.342633624675261531e-09 8.446181149426837830e-16
3.139944934656993405e-09 6.266714108920189514e-13
2.067147984316144497e-08 5.742181032572845435e-14
1.579033528816378456e-09 1.556453681239734157e-13
7.561052905365396529e-08 1.269753834175983273e-17
7.170516502145369897e-08 1.614614609421362999e-17
1.352032714036209404e-09 2.287285675942314088e-17
3.748061686333181986e-08 1.169503500869474929e-15
3.465324240656969228e-09 7.841311305724914234e-16
3.228402814494625863e-08 1.082590523374565476e-17
5.656709047478160930e-08 8.689756232158820724e-16
4.201766357530314117e-09 3.683972794210131636e-13
4.665932409262878200e-08 6.681875578417467034e-14
3.170777705957847787e-08 3.901513754628188759e-17
2.292772791947991270e-09 1.665614398232664090e-15
1.487903167450657205e-08 2.443992562115901204e-17
7.216703233372110359e-09 1.240495985336158160e-15
1.334493322458365802e-09 2.311706363331415960e-14
2.888432647597534870e-08 4.624606891710296778e-14
4.546423685541954963e-09 6.517395891605611701e-15
9.124442070933136138e-09 2.420314668160302399e-13
2.329958639448256291e-09 5.786123163017272720e-15
1.086637792356732031e-09 2.516399346079847383e-15
2.553927133110756131e-09 8.499085217424246125e-17
3.736388005409982003e-08 3.480643294910137276e-14
1.618628029279627363e-09 6.748488577798792894e-15
3.356334041170914208e-09 7.183673880109650411e-15
4.366396347280492995e-09 1.096005937656698518e-15
2.589846786245507101e-09 5.180918732935530613e-17
7.869533896928936775e-08 2.880299318695928208e-14
3.613805065286530021e-08 8.404511827704595944e-17
1.193160473605686275e-08 1.726146937004209193e-17
6.770459905917649870e-08 2.750801668307059328e-13
6.848041341718732869e-08 3.440084909933021749e-15
2.741183515435307812e-08 1.703596705456700337e-17
3.353559078192667131e-08 6.021874990622065792e-16
1.751501102322263764e-08 2.898080103435075909e-16
4.978264599685957520e-08 5.014972988666645775e-15
5.063843395198235164e-09 3.373368054335194120e-14
1.988719437905607352e-09 3.588486922541793912e-14
2.395035111802321384e-08 1.159983844142534786e-16
3.959362042182464610e-08 1.359239160282629030e-14
2.616542549715803044e-08 1.756126272129538054e-13
3.748657329159542782e-09 2.556354413049116817e-15
6.812804163675470976e-09 9.523887485679371318e-13
5.251589265098762544e-08 2.545760617929502875e-16
6.339576247677064363e-08 1.428673706274761677e-15
3.366189717142135412e-08 5.924944597679436148e-14
6.306928343363588496e-08 9.812124556464289359e-14
1.331002111440470667e-08 4.626511385352899845e-17
6.581712178238119568e-09 2.726484963024554316e-16
1.301263417000448966e-09 2.258800107463630912e-14
1.110877514013639633e-08 4.194520448682748944e-14
3.687535712817131477e-09 1.555179492361334969e-16
4.087841895218800112e-09 2.957154487529744317e-16
6.199486719592465081e-08 1.653447032838288547e-17
9.769826123071003609e-09 5.551536554006244808e-16
3.300029210422738246e-08 2.209554571591935982e-13
6.220956386341176084e-08 3.434725754201736943e-13
2.365332633389284538e-09 6.919936717904190275e-13
1.244180381430774901e-09 1.169421417744847160e-16
1.226895990933936973e-08 5.134160049163501145e-15
5.425735804364421867e-09 4.422410659313107146e-14
2.465955551454890612e-09 1.110322540195290407e-15
9.810150824196940321e-09 1.236351121621102069e-16
7.218139786464345088e-08 2.273683691343623024e-15
1.285246128386734565e-09 1.611176003374330397e-16
1.097954756380152531e-08 1.063585003728765940e-15
1.407956686869688026e-08 4.596219597603942154e-17
1.778304554148505111e-09 5.135873090932957992e-14
1.174160557027908977e-08 1.634629542136417455e-17
3.721840398000186236e-08 8.047979983926643978e-16
9.511369076259730271e-08 7.602248482749108570e-16
5.230830635017232669e-08 6.313682179692824580e-14
1.036400216045674834e-08 3.253429416589858492e-13
9.835785345371180438e-08 1.984148469896564323e-13
2.600381061802514894e-09 8.210476298373652731e-15
4.448307543563111217e-09 1.843203040445128960e-13
3.639782904209781161e-09 3.203478387846221620e-15
1.642635691226844565e-09 1.224558751012784005e-16
1.205782650038765038e-08 3.286964901072648542e-14
4.378213177486179942e-09 1.968929907134571076e-15
4.909193135535316642e-08 3.217391041582545512e-15
1.050175662236191267e-09 4.739463640255747562e-16
9.641443366040641755e-08 6.478521785971190208e-16
2.006542699116768815e-08 1.844200016519821893e-14
3.810417688238764401e-08 5.314564400878036509e-13
2.630147358713113480e-08 6.868267811192557198e-16
3.548383684116033148e-08 4.197398759078718689e-15
4.606556699122720827e-09 8.650850328033259013e-14
1.625653124775809724e-08 4.347272130029488456e-17
7.377329446530692460e-08 4.516469468776962626e-17
8.017191927000819843e-08 6.177313632042570845e-16
5.020520591955066163e-08 7.979946559629219576e-14
2.521708224016875808e-09 3.498786243613537445e-13
3.101326155021343344e-09 9.544222771568799596e-15
2.808649517173016606e-08 6.386610540475449879e-17
7.571037111415473962e-08 1.120389575025919570e-14
9.783867742098287872e-08 1.816464731045190577e-13
1.151400000532449723e-09 9.760597405089506443e-14
1.436912008488422984e-09 1.820505490853101573e-13
4.193986127909143255e-09 6.508607902893901424e-17
6.006856696756745027e-08 2.686326171716867712e-15
6.522862864693146719e-08 2.085430003561941030e-16
5.337194244852574123e-09 3.979338216521499907e-16
1.735724502054480964e-09 6.533472092464306091e-13
2.961269354562755236e-08 5.401895398709119884e-14
7.051865503241938226e-08 2.431729991652446912e-14
1.082426714457904850e-08 2.588647617586275945e-16
3.928523958735689441e-09 2.969056081138446722e-17
1.643226794962699089e-08 2.651078251050112148e-17
1.570100909653132136e-08 4.093084551481976124e-13
6.361392590833138060e-08 1.274936283641374045e-17
6.172189700927864903e-08 8.028144016605916406e-13
3.428110341854926476e-08 1.254635831558838701e-14
3.566664070367568025e-08 2.145468960911868068e-14
9.541176090858044958e-08 1.298547951214231264e-17
2.604428250526293718e-08 8.446847308954438308e-15
3.465137748532356927e-08 2.870792896606372573e-15
3.532192881157862594e-09 1.965744480269662408e-13
1.303997677156088585e-08 1.414162135890179882e-13
1.361622536004378540e-09 2.641714139338964716e-17
2.531165765371623000e-09 1.347492657839379650e-13
1.324188437678396050e-09 7.670663520493553867e-14
1.103692146567204598e-09 3.072710061972273891e-13
6.956735275062893449e-08 3.946713949961071953e-15
1.169586291958056148e-09 4.208123571165440181e-17
2.875668782914351066e-09 2.398984005975826711e-15
2.114024050597413573e-09 2.346675937515866908e-17
1.830042467558468539e-09 4.467813029526498878e-17
5.524158124451173833e-08 3.067422192249266217e-14
7.683397741914141042e-08 2.114046921069741344e-13
2.281200318798027864e-08 1.012598138426683026e-17
2.186138386280091821e-08 7.864407444030412762e-13
3.412087821360614251e-09 1.812421646252629038e-17
2.461084049736070648e-08 3.443701791043305783e-14
3.602254901451240362e-09 4.421368833866117574e-16
4.364460154107302143e-09 4.150411334928993135e-16
3.252777511509129943e-08 1.110499101902585535e-13
1.359901536177761823e-08 4.618832516908626251e-17
1.352682181169717674e-09 1.672888016103896396e-13
6.953928573939673316e-09 2.984477006766808866e-13
4.959364369914111637e-08 5.215500896613531640e-14
5.954592874979024247e-08 6.153064972013894731e-14
1.054722719325258323e-08 1.863106312613308765e-17
1.487122704833304374e-09 1.495601790925226171e-16
1.683382999563171044e-09 5.578189884071064962e-13
1.359862929228919521e-09 7.314887549961568963e-13
2.757839495182434339e-08 4.398612251274195140e-16
3.408995935981939386e-09 2.084821937606104661e-14
5.019640784638832606e-09 3.415290869119638336e-14
3.667758323525081673e-08 1.909528099498794593e-13
1.021455068906708836e-09 2.177277556140659438e-17
7.160799737681565362e-09 3.048661389715473519e-14
3.279832504759480411e-09 5.671511557077412902e-14
9.939970728038731709e-09 1.871397024830740566e-15
1.475027918818352706e-09 4.374230710347753129e-13
7.183333469603850588e-09 4.176993047303296524e-17
1.418148042791745884e-08 1.686454830531164010e-17
2.986609424231272220e-09 5.620652829819600455e-13
2.516277835967421943e-09 2.069163492865925463e-17
5.764512357814268443e-09 6.400260194443310583e-13
6.378576367243878734e-09 2.045978853666836855e-17
4.616380570620395377e-09 4.337906441924224584e-13
1.697745906222293226e-08 3.073943477317717788e-16
3.501174676488974381e-09 1.298995912054913854e-13
4.347489084517661685e-08 2.109539744136517061e-17
4.764462316894474779e-09 3.754067112686746955e-13
1.877157286521748830e-09 1.636087741947097784e-15
2.740401890759600898e-09 1.975384639963543401e-16
6.557286677162992001e-08 4.211137290920213327e-13
2.065103697663130163e-09 7.583757665624302422e-17
1.052958296510705394e-09 1.516959211097003312e-14
8.384291683044127063e-09 3.147350238176994874e-13
6.753456769572956270e-09 8.623731531285990725e-15
4.874373910693171808e-09 1.070480241323735499e-17
1.266319232492663187e-08 8.465690745848297999e-15
1.568597586706710009e-09 9.717975929588366203e-15
1.005856098200849780e-09 1.072947496038410020e-15
3.709851169226664054e-08 1.200758132040285239e-17
2.557262815827490625e-08 1.040830480465967817e-15
1.628968741998867663e-09 1.507635706324543967e-15
3.374515048103727034e-09 7.460316838755918668e-14
4.864246490650300681e-08 2.974688124087724733e-16
7.257438098971067480e-09 3.492851556438211970e-17
4.437822144170842659e-09 9.349839644371695713e-17
2.032499434428335714e-09 8.396269149241377172e-14
1.261447202443177365e-09 6.096655761740815178e-17
6.719360033101300228e-08 2.260256703836289683e-17
6.250863145176107074e-09 1.301590416696093435e-16
2.423271935865592900e-09 1.338749785277823351e-14
1.999628235500333332e-08 6.366929868152107692e-14
2.128224800600947499e-08 1.687104280746793576e-16
1.941853253463590174e-09 5.888072297900280459e-13
8.129756258578111003e-08 1.268860672502067950e-16
2.347650666916762250e-08 7.198713177618048191e-13
1.817280028326788450e-09 3.763837817262477963e-15
3.629023315741229028e-09 2.537966455834232238e-17
2.272570995704055821e-08 3.003069577727982165e-14
1.204613535389097457e-09 1.215859834151077622e-15
1.535445292474926063e-09 7.117968406544688647e-13
7.784154501643516924e-09 6.656611698049189034e-17
2.717195031319941691e-09 2.103960005275872127e-14
4.531007105144318075e-09 1.701792031662309775e-13
1.560345908307120275e-08 1.617400522383660329e-14
4.098946378624295864e-09 7.633669266720337347e-17
6.854094202786839262e-09 1.802696022835725261e-16
5.214926011820790411e-08 1.693452407656379148e-15
4.009903408567224568e-08 1.016492329415863144e-14
9.404167517294116356e-09 1.414026510057490862e-15
1.470958101290524622e-08 3.852966274173978708e-14
4.643743620594145066e-08 5.552692620075463922e-14
1.721062349787648648e-09 1.014102693520384638e-15
2.076703600308304260e-08 8.595876874970572562e-17
1.290930423489870679e-09 1.636554921349782858e-16
4.173471556345752610e-09 7.323626462145805095e-15
5.304499280465312971e-08 3.842950413055673959e-13
2.596779143138781602e-08 4.008247509811474132e-15
5.039078906759794738e-08 5.389963051659760851e-13
5.904846550908866508e-08 3.960370785469626083e-13
3.450155645698775652e-09 8.781871476770721782e-14
8.458461638762041117e-09 6.996082882332204308e-16
6.464278468735189499e-09 7.365109105034301689e-16
1.507757850689112329e-08 4.501361933277081540e-13
3.583124660400424988e-08 6.750677090241918245e-14
1.456955702917200058e-09 8.814173735193401402e-16
2.021719356112426035e-09 1.519712003470980224e-16
1.319732521198726826e-08 2.415283801628976252e-15
6.325208038329210838e-09 3.192902967789840565e-14
8.279202187731141171e-08 3.908975721961508329e-14
5.967084882443427692e-09 1.695874308954787716e-14
1.281206137346471156e-08 1.144398332971472307e-14
1.008717767380972803e-08 7.997900913827783154e-16
3.529585234560445714e-09 1.767221318811347503e-16
1.844564631859227429e-09 9.327610265543377435e-13
2.450993986427504026e-08 9.586367745729498323e-13
3.737591041971597186e-09 1.952844427400171092e-13
1.685392080098089837e-08 7.845058988220019998e-14
1.291639526806378153e-09 1.136354842089120941e-14
1.033022051353585996e-09 2.334242767782064451e-17
1.831174476800759222e-08 2.919165929651895903e-16
9.845566447779604267e-08 1.498552865294745616e-13
1.373208861179919734e-09 1.065533135640597243e-16
8.737939492226154747e-08 2.383200199755455206e-15
9.155375961041719160e-08 3.521511015773580392e-15
5.917400901918220317e-08 3.180377035621984838e-15
4.301666029130677834e-09 3.442618521915695942e-16
5.539055265168167472e-09 6.350830901702194141e-13
1.365994243510364911e-09 7.204345018008656840e-15
1.598549389395191590e-09 2.765621806088011153e-13
3.759781451421293393e-08 1.277397703352161599e-16
5.246114929824359645e-08 3.943427359544436498e-13
7.370173490584820035e-09 2.132175142805118811e-14
9.894006236625156495e-09 2.873595295219156655e-16
5.467793687105127067e-09 1.325681038197902805e-14
3.220994552915704728e-08 2.891438891986601854e-14
7.597237355871879078e-08 1.444873845116565534e-16
6.552401583499153328e-09 4.111132543386357156e-15
8.464288344217119446e-08 6.950137312527556032e-14
1.795724501358469483e-09 4.670101325566745241e-17
3.229342227836444654e-08 1.452839298819305335e-17
7.456743383765337191e-08 4.220445246667320149e-13
3.865397145329992446e-09 1.667089629847827541e-13
3.794969547667079976e-08 9.701225547207703368e-14
9.292691874448144003e-08 5.070040396701977433e-15
1.156616272387726790e-08 1.079637468388912834e-14
1.680798243386911950e-09 9.449856419496738632e-16
8.354235596878143827e-08 9.439596153509574815e-15
3.566714177697292946e-09 4.131972369398046196e-13
3.547292436382283748e-08 1.907575053167552863e-15
